"id","year","industry_branch_code","industry_branch_name","payroll_value","category_code","category_name","price_avg","price_value","price_unit"
786,2016,,,,115101.00,Máslo,148.34,1.00,kg
787,2016,,,,115201.00,Rostlinný roztíratelný tuk,91.44,1.00,kg
788,2016,,,,116101.00,Pomeranče,32.60,1.00,kg
789,2016,,,,116103.00,Banány žluté,31.72,1.00,kg
790,2016,,,,116104.00,Jablka konzumní,29.94,1.00,kg
791,2016,,,,117101.00,Rajská jablka červená kulatá,40.57,1.00,kg
792,2016,,,,117103.00,Papriky,64.55,1.00,kg
793,2016,,,,117106.00,Mrkev,18.55,1.00,kg
794,2016,,,,117401.00,Konzumní brambory,15.22,1.00,kg
795,2016,,,,118101.00,Cukr krystalový,17.59,1.00,kg
796,2016,,,,122102.00,Přírodní minerální voda uhličitá,8.66,1.00,l
797,2016,,,,212101.00,Jakostní víno bílé,94.65,0.75,l
798,2016,,,,213201.00,"Pivo výčepní, světlé, lahvové",11.23,0.50,l
799,2016,,,,2000001.00,Kapr živý,85.07,1.00,kg
800,2017,,,,111101.00,Rýže loupaná dlouhozrnná,36.30,1.00,kg
801,2017,,,,111201.00,Pšeničná mouka hladká,11.43,1.00,kg
802,2017,,,,111301.00,Chléb konzumní kmínový,24.17,1.00,kg
803,2017,,,,111303.00,Pečivo pšeničné bílé,45.23,1.00,kg
804,2017,,,,111602.00,Těstoviny vaječné,46.55,1.00,kg
805,2017,,,,112101.00,Hovězí maso zadní bez kosti,218.27,1.00,kg
806,2017,,,,112201.00,Vepřová pečeně s kostí,118.27,1.00,kg
807,2017,,,,112401.00,Kuřata kuchaná celá,68.18,1.00,kg
808,2017,,,,112704.00,Šunkový salám,142.03,1.00,kg
809,2017,,,,114201.00,Mléko polotučné pasterované,19.50,1.00,l
810,2017,,,,114401.00,Jogurt bílý netučný,8.73,150.00,g
811,2017,,,,114501.00,Eidamská cihla,142.58,1.00,kg
812,2017,,,,114701.00,Vejce slepičí čerstvá,36.34,10.00,ks
813,2017,,,,115101.00,Máslo,197.79,1.00,kg
814,2017,,,,115201.00,Rostlinný roztíratelný tuk,94.29,1.00,kg
815,2017,,,,116101.00,Pomeranče,36.32,1.00,kg
816,2017,,,,116103.00,Banány žluté,31.07,1.00,kg
817,2017,,,,116104.00,Jablka konzumní,32.63,1.00,kg
818,2017,,,,117101.00,Rajská jablka červená kulatá,44.70,1.00,kg
819,2017,,,,117103.00,Papriky,62.40,1.00,kg
820,2017,,,,117106.00,Mrkev,15.03,1.00,kg
821,2017,,,,117401.00,Konzumní brambory,15.93,1.00,kg
822,2017,,,,118101.00,Cukr krystalový,19.96,1.00,kg
823,2017,,,,122102.00,Přírodní minerální voda uhličitá,8.78,1.00,l
824,2017,,,,212101.00,Jakostní víno bílé,96.70,0.75,l
825,2017,,,,213201.00,"Pivo výčepní, světlé, lahvové",11.30,0.50,l
826,2017,,,,2000001.00,Kapr živý,87.72,1.00,kg
827,2018,,,,111101.00,Rýže loupaná dlouhozrnná,36.18,1.00,kg
828,2018,,,,111201.00,Pšeničná mouka hladká,11.44,1.00,kg
829,2018,,,,111301.00,Chléb konzumní kmínový,24.24,1.00,kg
830,2018,,,,111303.00,Pečivo pšeničné bílé,43.84,1.00,kg
831,2018,,,,111602.00,Těstoviny vaječné,47.87,1.00,kg
832,2018,,,,112101.00,Hovězí maso zadní bez kosti,223.26,1.00,kg
833,2018,,,,112201.00,Vepřová pečeně s kostí,116.85,1.00,kg
834,2018,,,,112401.00,Kuřata kuchaná celá,69.31,1.00,kg
835,2018,,,,112704.00,Šunkový salám,144.88,1.00,kg
836,2018,,,,114201.00,Mléko polotučné pasterované,19.82,1.00,l
837,2018,,,,114401.00,Jogurt bílý netučný,9.17,150.00,g
838,2018,,,,114501.00,Eidamská cihla,142.45,1.00,kg
839,2018,,,,114701.00,Vejce slepičí čerstvá,38.39,10.00,ks
840,2018,,,,115101.00,Máslo,207.08,1.00,kg
841,2018,,,,115201.00,Rostlinný roztíratelný tuk,99.40,1.00,kg
842,2018,,,,116101.00,Pomeranče,36.50,1.00,kg
843,2018,,,,116103.00,Banány žluté,29.32,1.00,kg
844,2018,,,,116104.00,Jablka konzumní,36.17,1.00,kg
845,2018,,,,117101.00,Rajská jablka červená kulatá,44.49,1.00,kg
846,2018,,,,117103.00,Papriky,60.47,1.00,kg
847,2018,,,,117106.00,Mrkev,22.45,1.00,kg
848,2018,,,,117401.00,Konzumní brambory,15.08,1.00,kg
849,2018,,,,118101.00,Cukr krystalový,15.75,1.00,kg
850,2018,,,,122102.00,Přírodní minerální voda uhličitá,8.64,1.00,l
851,2018,,,,212101.00,Jakostní víno bílé,100.10,0.75,l
852,2018,,,,213201.00,"Pivo výčepní, světlé, lahvové",11.81,0.50,l
853,2018,,,,2000001.00,Kapr živý,93.46,1.00,kg
